,mode,epoch,index,loss,correct,predicted
19,train,0,19,9.064974784851074,Labor Stocks Are Going To Break Out In 2020,"[""\xa0. the\xa0\xa0\xa0  aA.\xa0 theA\xa0 in andThe for \xa0 in\xa0The in aA a\xa0 \xa0.\xa0 aThe.AA\xa0 a\xa0\xa0 for\xa0The\xa0 to,British inA a., aAAThe aTheThe of-The\xa0ATheAA.. a the.The forTheA a a':.''\xa0 and asusA,\xa0,\xa0'\xa0\xa0A and in.\xa0\xa0A.\xa0.\xa0A a..The. aThe\xa0\xa0The\xa0. the a a. a\xa0""]"
20,val,0,0,7.839608192443848,2020 trends to watch in US beverage,"["". a for in and\xa0 the to of: can ', like with over-A""]"
21,val,0,1,8.930082321166992,Looking into the truth about modern workplace environments,"['. a in for the to takeA of andThe years\xa0,\' "" you on']"
22,train,1,0,8.928659439086914,Lebanese lawyers want Ghosn prosecuted over Israel trip,"["" forA\xa0 a inA.AAThe'' a in, andTheA aTheA''ATheThe the toA a\xa0A can A ofA forA' a a a'\xa0AAA aATheA a aAA\xa0 a a aTheThe'A a. a\xa0The\xa0 aA a\xa0The aA\xa0The' aThe can''AThe a.The a a for aThe a'The aTheA\xa0A.A a ofA\xa0' aA inThe a\xa0 aA for\xa0 a'\xa0A a inAThe' the aA in aA can a for aA''' a'a""]"
23,train,1,1,8.685791015625,"Japan raid, Turkey arrests in widening Ghosn probe","['. a can. \'\' for and \'\'.TheFrance can a can\'\'The..\' can.\'\'The can aThe a\'\' a\' and a.\'"" the\' for\' canA in of a\'A. aA\' for a.""\' a\' a a aThe a can can\'A\' can\'canThe\' for\'The:\'\'\'.\'The\' can\'\'A can\' a.\'\' for...\' a can\' \'The for\'.. can can for the\'. for.:\' to a:\' the can\'. can\'AThe"" can can a\'. \'.']"
24,train,1,2,8.220659255981445,"On the road to AI adoption, execs grapple with expertise and data","[""AAAATheThe aTheTheATheTheATheAA''AThe aTheThe a theAA a a in theA aThe a a the aAThe the the a aA in a a a to a the the the in the a the in a in a the and the a in in a in the the the for the the a and a a  a a the a a a of the the, the of a the as in a to the and a in a as a in for and the to a in and theThe a, a the in the the and in and in a   a for a. the and a and aThe in for. the of the as andThe a. a""]"
25,train,1,3,8.596306800842285,Alcohol-free craft beer from Partake looks to fill whitespace of US market,"['\xa0 in toW,""s on. on ins in""In"" inA in in. in:""""W...']"
26,train,1,4,8.292644500732422,Medicinal cannabis substitute can treat Parkinson's disease,"['s in"" on..""""A on on on"""" ons in""In""France\xa0.TheSs""s ins"" in""s""""""S ons ons in and in in on ins tos onS ins in in"" inIn insss on in in like on in on""sS inIn ons"". on onss. in in in. in on on"" onInsThe in ins and""sTheThe in likeThe onsIn on.S"" on"""" onsSs in""S in""N ins.The insThe andW on likess inTheW"" inThe in onWs.""."" in on. inInSIns in"" in.Ins to onW on in']"
27,train,1,5,8.926749229431152,Mysterious Respiratory Virus Strikes 44 People in China,"[' for. to\'\' the for\'The.The a:A"".\'\'A a. in\' a a:The\' forTheThe"":']"
28,train,1,6,8.205349922180176,Buonafide 0.0 imports alcohol-free wine from Italy,"['\'for\' can\' can\'can a. can can\'The.\'\'\'.A\'\'A\' and\'\'.\' for\'The\' the a\' a\' can\'\' a can\' \'\'\'\' the\'. a\' for.. a can can a for\' a a for for canThe\'\'can\' to a a\' in. can\'""\'\' for a\'\' to. can \'\' for can\' can can: can.\' can\'aTheA.\' the\' a.TheA\'A aThe. a.\' aThe a\'.\'A a\' to\'\'The \'\' for inThe\'\' can. for for to for\'\'\'a and a\' the\'\':\'The can\' forThe\' a']"
29,train,1,7,9.167838096618652,California Doubling Down on Decarbonizing as Fossil Fuel Output Declines,"[' in\xa0.. like, to inFrance in on on\xa0ssIn ins on""..s in. onss inThe China']"
30,train,1,8,8.262274742126465,Bruce Campbell discusses Telus,"['The""A\'."""" inTheThe""""TheAThe""The""A""\'A\'""""A""The\'\'The\'\'TheThe']"
31,train,1,9,8.531534194946289,Three Industrial Giants You Should Own In 2020,"["".'' in: to forThe.. a.. in.. a in in'. to for. in': to.A a""]"
32,train,1,10,8.088807106018066,Hexo refiles financial statements,"['\'ATheTheITheThe inI a in\'The\'.I\'\'\'The\'\'IITheATheThe to\'TheI in""']"
33,train,1,11,8.121625900268555,US places ban on Cuban defense chief,"[' in\' for aA\'\'The"" inThe the.I\' in"" in inIn in\'\'\'.The\'\' in in\' the\'The\'The in.\'TheThe.\'\':\'.\'.']"
34,train,1,12,7.886016845703125,"Madonna rings in the New Year, ready for another decade of dreams","["" in in'.' a to''a'The forTheA of'' to the..A''' a.""]"
35,train,1,13,7.972909450531006,Mexico's Santiago River has become a toxic 'environmental hell ',"["".The in' for'... on a to inThe in.TheTheThe in inThe inThe in..' in in inI""]"
36,train,1,14,6.967885971069336,"' I did it alone ', Ghosn says of Japan escape","["" '' to in'''' ''...' ''The' in for.' ''AThe' to'' in''.'' for'' to ''""]"
37,train,1,15,8.585801124572754,"Oil prices soar as US kills top Iranian general, fans war fears","["" in.': in. for.. '.The to. of'. in..The'.' in for,The.\xa0 '.""]"
38,train,1,16,8.959729194641113,Lebanon denies president welcomed fugitive Ghosn,"["" to. in' to.. ''.'A to in in' in. to.. inTheA''' aThe. a""]"
39,train,1,17,8.385927200317383,Fired British vegan files landmark discrimination case,"[""'.'for a' a.''A''' in''The a '''.A' ''..The'' for'' a.'.''a a''''""]"
40,train,1,18,8.056710243225098,Ghosn escape sparks calls to toughen Japan's bail system,"["". '' in ''..'. a 'AA''. in a in' in'in'.. in.The'':.""]"
41,train,1,19,8.654603004455566,Labor Stocks Are Going To Break Out In 2020,"["" to. inA in. to''..'' in to inThe'.The a.' inA inThe... in'...The and.'.:'A in' in.""]"
42,val,1,0,7.120345115661621,2020 trends to watch in US beverage,"["". to in for''a and of the:- with on years,'s as""]"
43,val,1,1,8.621221542358398,Looking into the truth about modern workplace environments,"["" in a. for' to the of and'years on's-,AThe:""]"
